"mass","density","time","Dynamics"
1.60744696213622,5.17656193488649e-06,"begin","Observed"
1.61707239304722,5.65464563288548e-06,"begin","Observed"
1.62669782395821,6.17258891803907e-06,"begin","Observed"
1.63632325486921,6.7332779095292e-06,"begin","Observed"
1.6459486857802,7.33976628504436e-06,"begin","Observed"
1.6555741166912,7.99528131330632e-06,"begin","Observed"
1.66519954760219,8.70322977516499e-06,"begin","Observed"
1.67482497851319,9.46720373610797e-06,"begin","Observed"
1.68445040942419,1.02909861304773e-05,"begin","Observed"
1.69407584033518,1.11785561151448e-05,"begin","Observed"
1.70370127124618,1.21340941478984e-05,"begin","Observed"
1.71332670215717,1.31619867433557e-05,"begin","Observed"
1.72295213306817,1.42668308568962e-05,"begin","Observed"
1.73257756397916,1.54534378449499e-05,"begin","Observed"
1.74220299489016,1.67268369481131e-05,"begin","Observed"
1.75182842580115,1.80922782421947e-05,"begin","Observed"
1.76145385671215,1.95552350018488e-05,"begin","Observed"
1.77107928762314,2.11214054227314e-05,"begin","Observed"
1.78070471853414,2.27967136527166e-05,"begin","Observed"
1.79033014944513,2.45873100936951e-05,"begin","Observed"
1.79995558035613,2.64995709586291e-05,"begin","Observed"
1.80958101126712,2.85400971146461e-05,"begin","Observed"
1.81920644217812,3.07157123316242e-05,"begin","Observed"
1.82883187308912,3.30334612219215e-05,"begin","Observed"
1.83845730400011,3.55006074615208e-05,"begin","Observed"
1.84808273491111,3.81246334295314e-05,"begin","Observed"
1.8577081658221,4.09132433636884e-05,"begin","Observed"
1.8673335967331,4.38743737823764e-05,"begin","Observed"
1.87695902764409,4.70162177063821e-05,"begin","Observed"
1.88658445855509,5.03472737944769e-05,"begin","Observed"
1.89620988946608,5.38764388748227e-05,"begin","Observed"
1.90583532037708,5.7613173920674e-05,"begin","Observed"
1.91546075128807,6.15677912196028e-05,"begin","Observed"
1.92508618219907,6.57519368519651e-05,"begin","Observed"
1.93471161311006,7.01793807487559e-05,"begin","Observed"
1.94433704402106,7.48672801018033e-05,"begin","Observed"
1.95396247493205,7.98381543553144e-05,"begin","Observed"
1.96358790584305,8.51229043203114e-05,"begin","Observed"
1.97321333675405,9.07653251164943e-05,"begin","Observed"
1.98283876766504,9.6828700000443e-05,"begin","Observed"
1.99246419857604,0.000103405211103254,"begin","Observed"
2.00208962948703,0.000110629046536215,"begin","Observed"
2.01171506039803,0.000118694192916132,"begin","Observed"
2.02134049130902,0.000127877936677286,"begin","Observed"
2.03096592222002,0.000138571001690958,"begin","Observed"
2.04059135313101,0.000151314958838053,"begin","Observed"
2.05021678404201,0.000166846984902509,"begin","Observed"
2.059842214953,0.000186151160061935,"begin","Observed"
2.069467645864,0.000210514235646847,"begin","Observed"
2.07909307677499,0.000241582181890387,"begin","Observed"
2.08871850768599,0.000281411912228642,"begin","Observed"
2.09834393859698,0.000332510538142615,"begin","Observed"
2.10796936950798,0.000397852599372401,"begin","Observed"
2.11759480041898,0.000480864299428586,"begin","Observed"
2.12722023132997,0.000585363289704916,"begin","Observed"
2.13684566224097,0.000715443443388069,"begin","Observed"
2.14647109315196,0.00087529674420578,"begin","Observed"
2.15609652406296,0.00106896913492319,"begin","Observed"
2.16572195497395,0.00130005392248656,"begin","Observed"
2.17534738588495,0.00157133477450028,"begin","Observed"
2.18497281679594,0.0018843997263475,"begin","Observed"
2.19459824770694,0.00223925682961565,"begin","Observed"
2.20422367861793,0.00263398969927181,"begin","Observed"
2.21384910952893,0.00306449572925766,"begin","Observed"
2.22347454043992,0.00352434973662234,"begin","Observed"
2.23309997135092,0.00400483025646785,"begin","Observed"
2.24272540226191,0.00449513430367724,"begin","Observed"
2.25235083317291,0.00498278966503099,"begin","Observed"
2.26197626408391,0.00545425314454324,"begin","Observed"
2.2716016949949,0.00589566095996366,"begin","Observed"
2.2812271259059,0.00629367657072473,"begin","Observed"
2.29085255681689,0.00663636468015626,"begin","Observed"
2.30047798772789,0.00691401076090893,"begin","Observed"
2.31010341863888,0.00711980516426057,"begin","Observed"
2.31972884954988,0.00725032045509301,"begin","Observed"
2.32935428046087,0.00730572941282721,"begin","Observed"
2.33897971137187,0.00728973710337866,"begin","Observed"
2.34860514228286,0.00720923036944696,"begin","Observed"
2.35823057319386,0.00707367814778014,"begin","Observed"
2.36785600410485,0.00689434226846637,"begin","Observed"
2.37748143501585,0.00668337742600421,"begin","Observed"
2.38710686592685,0.00645290849542534,"begin","Observed"
2.39673229683784,0.0062141723521894,"begin","Observed"
2.40635772774884,0.00597680038334487,"begin","Observed"
2.41598315865983,0.00574829882868796,"begin","Observed"
2.42560858957083,0.00553375982417673,"begin","Observed"
2.43523402048182,0.00533580988845588,"begin","Observed"
2.44485945139282,0.00515477791808925,"begin","Observed"
2.45448488230381,0.00498904435755076,"begin","Observed"
2.46411031321481,0.00483551906141407,"begin","Observed"
2.4737357441258,0.00469018842445917,"begin","Observed"
2.4833611750368,0.00454867255623096,"begin","Observed"
2.49298660594779,0.00440673968327767,"begin","Observed"
2.50261203685879,0.00426073601651719,"begin","Observed"
2.51223746776978,0.00410790314056285,"begin","Observed"
2.52186289868078,0.00394656965153854,"begin","Observed"
2.53148832959178,0.00377621758619341,"begin","Observed"
2.54111376050277,0.0035974358254778,"begin","Observed"
2.55073919141377,0.00341178126682388,"begin","Observed"
2.56036462232476,0.00322157376850779,"begin","Observed"
2.56999005323576,0.00302965273511292,"begin","Observed"
2.57961548414675,0.00283912213459939,"begin","Observed"
2.58924091505775,0.0026531073445978,"begin","Observed"
2.59886634596874,0.00247454226582347,"begin","Observed"
2.60849177687974,0.0023059993776817,"begin","Observed"
2.61811720779073,0.00214956954330832,"begin","Observed"
2.62774263870173,0.00200679297302771,"begin","Observed"
2.63736806961272,0.00187863824415418,"begin","Observed"
2.64699350052372,0.00176552290115095,"begin","Observed"
2.65661893143471,0.00166736701377169,"begin","Observed"
2.66624436234571,0.00158367010526483,"begin","Observed"
2.67586979325671,0.00151360192609049,"begin","Observed"
2.6854952241677,0.00145609841990695,"begin","Observed"
2.6951206550787,0.00140995565389912,"begin","Observed"
2.70474608598969,0.00137391621028237,"begin","Observed"
2.71437151690069,0.0013467443306854,"begin","Observed"
2.72399694781168,0.00132728778391854,"begin","Observed"
2.73362237872268,0.00131452585697357,"begin","Observed"
2.74324780963367,0.00130760397037806,"begin","Observed"
2.75287324054467,0.00130585616422129,"begin","Observed"
2.76249867145566,0.00130881710429656,"begin","Observed"
2.77212410236666,0.00131622536398319,"begin","Observed"
2.78174953327765,0.00132801961145091,"begin","Observed"
2.79137496418865,0.00134432904721131,"begin","Observed"
2.80100039509964,0.00136545906781659,"begin","Observed"
2.81062582601064,0.00139187274503609,"begin","Observed"
2.82025125692164,0.00142416836283071,"begin","Observed"
2.82987668783263,0.00146305299057089,"begin","Observed"
2.83950211874363,0.00150931192008273,"begin","Observed"
2.84912754965462,0.0015637737725754,"begin","Observed"
2.85875298056562,0.0016272711928812,"begin","Observed"
2.86837841147661,0.00170059728465171,"begin","Observed"
2.87800384238761,0.00178445828265462,"begin","Observed"
2.8876292732986,0.00187942337935663,"begin","Observed"
2.8972547042096,0.00198587308705286,"begin","Observed"
2.90688013512059,0.00210394798241135,"begin","Observed"
2.91650556603159,0.0022335001021739,"begin","Observed"
2.92613099694258,0.0023740495906219,"begin","Observed"
2.93575642785358,0.00252474939730139,"begin","Observed"
2.94538185876457,0.00268436084940461,"begin","Observed"
2.95500728967557,0.0028512427489064,"begin","Observed"
2.96463272058657,0.00302335625519116,"begin","Observed"
2.97425815149756,0.00319828721089145,"begin","Observed"
2.98388358240856,0.0033732867715136,"begin","Observed"
2.99350901331955,0.00354533024615061,"begin","Observed"
3.00313444423055,0.0037111930023331,"begin","Observed"
3.01275987514154,0.0038675412020107,"begin","Observed"
3.02238530605254,0.00401103409615,"begin","Observed"
3.03201073696353,0.00413843369385769,"begin","Observed"
3.04163616787453,0.00424671691565627,"begin","Observed"
3.05126159878552,0.00433318490571764,"begin","Observed"
3.06088702969652,0.00439556406281558,"begin","Observed"
3.07051246060751,0.00443209357963357,"begin","Observed"
3.08013789151851,0.00444159485341485,"begin","Observed"
3.0897633224295,0.00442351901873093,"begin","Observed"
3.0993887533405,0.00437797000032075,"begin","Observed"
3.1090141842515,0.0043057018135724,"begin","Observed"
3.11863961516249,0.00420809025972573,"begin","Observed"
3.12826504607349,0.00408708057196541,"begin","Observed"
3.13789047698448,0.00394511386783819,"begin","Observed"
3.14751590789548,0.00378503636290732,"begin","Observed"
3.15714133880647,0.00360999612733945,"begin","Observed"
3.16676676971747,0.0034233326712542,"begin","Observed"
3.17639220062846,0.0032284648028333,"begin","Observed"
3.18601763153946,0.00302878201991966,"begin","Observed"
3.19564306245045,0.00282754420241538,"begin","Observed"
3.20526849336145,0.00262779362435686,"begin","Observed"
3.21489392427244,0.00243228237649895,"begin","Observed"
3.22451935518344,0.0022434172753849,"begin","Observed"
3.23414478609444,0.00206322334313774,"begin","Observed"
3.24377021700543,0.0018933261043237,"begin","Observed"
3.25339564791643,0.00173495242088349,"begin","Observed"
3.26302107882742,0.00158894956511369,"begin","Observed"
3.27264650973842,0.00145582292818978,"begin","Observed"
3.28227194064941,0.00133579436185104,"begin","Observed"
3.29189737156041,0.0012288856789461,"begin","Observed"
3.3015228024714,0.00113503492844532,"begin","Observed"
3.3111482333824,0.00105425563229017,"begin","Observed"
3.32077366429339,0.000986849126441792,"begin","Observed"
3.33039909520439,0.000933674325648448,"begin","Observed"
3.34002452611538,0.000896463987304883,"begin","Observed"
3.34964995702638,0.000878149304439827,"begin","Observed"
3.35927538793737,0.000883116436983694,"begin","Observed"
3.36890081884837,0.000917276915753159,"begin","Observed"
3.37852624975937,0.00098780445105014,"begin","Observed"
3.38815168067036,0.0011023958749366,"begin","Observed"
3.39777711158136,0.00126797603866326,"begin","Observed"
3.40740254249235,0.00148889630906592,"begin","Observed"
3.41702797340335,0.00176486050099715,"begin","Observed"
3.42665340431434,0.00208900567333112,"begin","Observed"
3.43627883522534,0.0024466968040656,"begin","Observed"
3.44590426613633,0.00281558752696914,"begin","Observed"
3.45552969704733,0.00316730576239471,"begin","Observed"
3.46515512795832,0.00347075559495588,"begin","Observed"
3.47478055886932,0.00369657150685866,"begin","Observed"
3.48440598978031,0.00382186040029138,"begin","Observed"
3.49403142069131,0.00383417034466526,"begin","Observed"
3.5036568516023,0.00373372782035841,"begin","Observed"
3.5132822825133,0.00353338137685631,"begin","Observed"
3.5229077134243,0.00325626472793987,"begin","Observed"
3.53253314433529,0.00293176323030361,"begin","Observed"
3.54215857524629,0.00259075292526627,"begin","Observed"
3.55178400615728,0.00226117066412575,"begin","Observed"
3.56140943706828,0.00196476609483977,"begin","Observed"
3.57103486797927,0.00171548012231878,"begin","Observed"
3.58066029889027,0.00151944042511002,"begin","Observed"
3.59028572980126,0.00137620345897085,"begin","Observed"
3.59991116071226,0.00128068740477454,"begin","Observed"
3.60953659162325,0.00122524103182929,"begin","Observed"
3.61916202253425,0.00120142939343467,"begin","Observed"
3.62878745344524,0.00120131179897427,"begin","Observed"
3.63841288435624,0.00121817001378481,"begin","Observed"
3.64803831526723,0.0012467715035406,"begin","Observed"
3.65766374617823,0.00128331165585351,"begin","Observed"
3.66728917708923,0.00132518187877528,"begin","Observed"
3.67691460800022,0.00137067981558541,"begin","Observed"
3.68654003891122,0.00141873581947644,"begin","Observed"
3.69616546982221,0.00146869180004788,"begin","Observed"
3.70579090073321,0.00152014205817461,"begin","Observed"
3.7154163316442,0.00157283215988056,"begin","Observed"
3.7250417625552,0.00162660968961581,"begin","Observed"
3.73466719346619,0.00168142802413102,"begin","Observed"
3.74429262437719,0.00173742035147243,"begin","Observed"
3.75391805528818,0.00179508597206855,"begin","Observed"
3.76354348619918,0.00185566238046187,"begin","Observed"
3.77316891711017,0.00192178557805487,"begin","Observed"
3.78279434802117,0.00199854519903353,"begin","Observed"
3.79241977893216,0.00209498209975266,"begin","Observed"
3.80204520984316,0.00222590838223488,"begin","Observed"
3.81167064075416,0.00241362961663574,"begin","Observed"
3.82129607166515,0.00268877036409011,"begin","Observed"
3.83092150257615,0.00308915590386984,"begin","Observed"
3.84054693348714,0.00365601405221688,"begin","Observed"
3.85017236439814,0.00442821199983924,"begin","Observed"
3.85979779530913,0.00543804594211949,"begin","Observed"
3.86942322622013,0.00671472609386068,"begin","Observed"
3.87904865713112,0.0082993163645405,"begin","Observed"
3.88867408804212,0.0102612985719533,"begin","Observed"
3.89829951895311,0.0126848561524511,"begin","Observed"
3.90792494986411,0.0155870889870073,"begin","Observed"
3.9175503807751,0.0187770461153151,"begin","Observed"
3.9271758116861,0.0217590989964931,"begin","Observed"
3.93680124259709,0.0238352050794255,"begin","Observed"
3.94642667350809,0.0244522524395245,"begin","Observed"
3.95605210441909,0.0235983393220149,"begin","Observed"
3.96567753533008,0.0219031894942018,"begin","Observed"
3.97530296624108,0.020264186692232,"begin","Observed"
3.98492839715207,0.0192245755143379,"begin","Observed"
3.99455382806307,0.0186017820903571,"begin","Observed"
4.00417925897406,0.0176933872372139,"begin","Observed"
4.01380468988506,0.0158884609065845,"begin","Observed"
4.02343012079605,0.0131576648577778,"begin","Observed"
4.03305555170705,0.0100418815151437,"begin","Observed"
4.04268098261804,0.00723720236944103,"begin","Observed"
4.05230641352904,0.00518111182972224,"begin","Observed"
4.06193184444003,0.00392718886140722,"begin","Observed"
4.07155727535103,0.00327947057177486,"begin","Observed"
4.08118270626202,0.00298851081562606,"begin","Observed"
4.09080813717302,0.00286726124230469,"begin","Observed"
4.10043356808402,0.00281191856845412,"begin","Observed"
4.11005899899501,0.00277679207800104,"begin","Observed"
4.11968442990601,0.00274541814556054,"begin","Observed"
4.129309860817,0.00271287545329307,"begin","Observed"
4.138935291728,0.00267797486102811,"begin","Observed"
4.14856072263899,0.00264054907755518,"begin","Observed"
4.15818615354999,0.0026006797583628,"begin","Observed"
4.16781158446098,0.00255850880154596,"begin","Observed"
4.17743701537198,0.00251419621322371,"begin","Observed"
4.18706244628297,0.00246791021583246,"begin","Observed"
4.19668787719397,0.00241982410587157,"begin","Observed"
4.20631330810496,0.00237011461696531,"begin","Observed"
4.21593873901596,0.00231896067297795,"begin","Observed"
4.22556416992696,0.0022665422634633,"begin","Observed"
4.23518960083795,0.00221303937279105,"begin","Observed"
4.24481503174895,0.00215863094873318,"begin","Observed"
4.25444046265994,0.00210349391194331,"begin","Observed"
4.26406589357094,0.00204780221186507,"begin","Observed"
4.27369132448193,0.00199172593523488,"begin","Observed"
4.28331675539293,0.00193543047295143,"begin","Observed"
4.29294218630392,0.00187907575038772,"begin","Observed"
4.30256761721492,0.00182281552542915,"begin","Observed"
4.31219304812591,0.00176679675769281,"begin","Observed"
4.32181847903691,0.00171115905154323,"begin","Observed"
4.3314439099479,0.00165603417468185,"begin","Observed"
4.3410693408589,0.00160154565326247,"begin","Observed"
4.35069477176989,0.00154780844368342,"begin","Observed"
4.36032020268089,0.00149492868043802,"begin","Observed"
4.36994563359189,0.00144300349867715,"begin","Observed"
4.37957106450288,0.00139212092945768,"begin","Observed"
4.38919649541388,0.00134235986502647,"begin","Observed"
4.39882192632487,0.00129379009092465,"begin","Observed"
4.40844735723587,0.00124647238119728,"begin","Observed"
4.41807278814686,0.00120045865256116,"begin","Observed"
4.42769821905786,0.00115579217302067,"begin","Observed"
4.43732364996885,0.0011125078201296,"begin","Observed"
4.44694908087985,0.00107063238387487,"begin","Observed"
4.45657451179084,0.00103018490900576,"begin","Observed"
4.46619994270184,0.000991177071546903,"begin","Observed"
4.47582537361283,0.000953613584212527,"begin","Observed"
4.48545080452383,0.000917492625479068,"begin","Observed"
4.49507623543482,0.000882806287170126,"begin","Observed"
4.50470166634582,0.000849541035555649,"begin","Observed"
4.51432709725682,0.000817678181162242,"begin","Observed"
4.52395252816781,0.000787194352727283,"begin","Observed"
4.53357795907881,0.000758061971000851,"begin","Observed"
4.5432033899898,0.000730249718400199,"begin","Observed"
4.5528288209008,0.000703723000845978,"begin","Observed"
4.56245425181179,0.000678444398451693,"begin","Observed"
4.57207968272279,0.000654374102092612,"begin","Observed"
4.58170511363378,0.000631470333241861,"begin","Observed"
4.59133054454478,0.000609689744824905,"begin","Observed"
4.60095597545577,0.000588987801204265,"begin","Observed"
4.61058140636677,0.000569319135759707,"begin","Observed"
4.62020683727776,0.000550637884871651,"begin","Observed"
4.62983226818876,0.000532897997443515,"begin","Observed"
4.63945769909976,0.00051605351940942,"begin","Observed"
4.64908313001075,0.000500058852964446,"begin","Observed"
4.65870856092175,0.000484868990523799,"begin","Observed"
4.66833399183274,0.000470439723662954,"begin","Observed"
4.67795942274374,0.000456727827512376,"begin","Observed"
4.68758485365473,0.000443691221276915,"begin","Observed"
4.69721028456573,0.000431289105721346,"begin","Observed"
4.70683571547672,0.000419482078609926,"begin","Observed"
4.71646114638772,0.000408232229209634,"begin","Observed"
4.72608657729871,0.000397503213064926,"begin","Observed"
4.73571200820971,0.00038726030832716,"begin","Observed"
4.7453374391207,0.000377470454975849,"begin","Observed"
4.7549628700317,0.000368102278302731,"begin","Observed"
4.76458830094269,0.000359126098045113,"begin","Observed"
4.77421373185369,0.000350513924553507,"begin","Observed"
4.78383916276468,0.000342239443362107,"begin","Observed"
4.79346459367568,0.000334277989500822,"begin","Observed"
4.80309002458668,0.000326606512846184,"begin","Observed"
4.81271545549767,0.000319203535757197,"begin","Observed"
4.82234088640867,0.000312049104182787,"begin","Observed"
4.83196631731966,0.000305124733361616,"begin","Observed"
4.84159174823066,0.000298413349164005,"begin","Observed"
4.85121717914165,0.000291899226051278,"begin","Observed"
4.86084261005265,0.000285567922550986,"begin","Observed"
4.87046804096364,0.000279406215068721,"begin","Observed"
4.88009347187464,0.000273402030779393,"begin","Observed"
4.88971890278563,0.000267544380264109,"begin","Observed"
4.89934433369663,0.000261823290483775,"begin","Observed"
4.90896976460762,0.000256229738608182,"begin","Observed"
4.91859519551862,0.000250755587149996,"begin","Observed"
4.92822062642962,0.000245393520787432,"begin","Observed"
4.93784605734061,0.000240136985197662,"begin","Observed"
4.94747148825161,0.000234980128165587,"begin","Observed"
4.9570969191626,0.000229917743179591,"begin","Observed"
4.9667223500736,0.000224945215677385,"begin","Observed"
4.97634778098459,0.000220058472061193,"begin","Observed"
4.98597321189559,0.000215253931562068,"begin","Observed"
4.99559864280658,0.000210528460998167,"begin","Observed"
