"winning_formula","ratio_sim","ratio_real","matssname","modelcomplexity","currency","Best fitting model"
"timeperiod",0.737170341765812,0.644274755997183,"bbs_rtrg_28_38",2,"Biomass","Coupled trend"
"timeperiod",0.849771134523902,0.76551958636427,"bbs_rtrg_29_38",2,"Biomass","Coupled trend"
"timeperiod",0.745484435894976,0.609146897698121,"bbs_rtrg_30_38",2,"Biomass","Coupled trend"
"timeperiod",1.72938198617877,1.55534926610688,"bbs_rtrg_32_38",2,"Biomass","Coupled trend"
"timeperiod",2.09537882332558,1.42114407219491,"bbs_rtrg_37_38",2,"Biomass","Coupled trend"
"1",0.996427300594534,1.14966883884849,"bbs_rtrg_118_38",1,"Biomass","No trend"
"timeperiod",1.80802352371283,2.19979522354258,"bbs_rtrg_3_39",2,"Biomass","Coupled trend"
"timeperiod * source",0.704482723729424,1.22778933322038,"bbs_rtrg_6_39",4,"Biomass","Decoupled trends"
"timeperiod",1.01655372152903,1.56742539568628,"bbs_rtrg_9_39",2,"Biomass","Coupled trend"
"timeperiod * source",0.909068330369778,1.67379001806187,"bbs_rtrg_10_39",4,"Biomass","Decoupled trends"
"timeperiod",2.06540720360362,2.76698179000659,"bbs_rtrg_21_39",2,"Biomass","Coupled trend"
"timeperiod",0.785314592361644,0.826701734517922,"bbs_rtrg_25_39",2,"Biomass","Coupled trend"
"1",0.828682558891512,0.819856104406778,"bbs_rtrg_40_39",1,"Biomass","No trend"
"1",0.996668159211371,1.39268152871672,"bbs_rtrg_44_39",1,"Biomass","No trend"
"1",0.901315209740305,1.27907564323784,"bbs_rtrg_137_39",1,"Biomass","No trend"
"1",1.09235417066394,1.26612456956949,"bbs_rtrg_9_42",1,"Biomass","No trend"
"timeperiod",0.79690794856377,0.865173758190929,"bbs_rtrg_18_42",2,"Biomass","Coupled trend"
"timeperiod",0.631150552208664,0.574285110844449,"bbs_rtrg_38_42",2,"Biomass","Coupled trend"
"timeperiod * source",0.649634518082197,1.78511386423341,"bbs_rtrg_101_42",4,"Biomass","Decoupled trends"
"timeperiod",0.448044067825713,0.748160694659102,"bbs_rtrg_119_42",2,"Biomass","Coupled trend"
"timeperiod",0.366101142509779,0.338873639924504,"bbs_rtrg_3_44",2,"Biomass","Coupled trend"
"1",0.870032912781955,0.789423873085508,"bbs_rtrg_4_44",1,"Biomass","No trend"
"timeperiod",0.663813718788604,0.614907348419265,"bbs_rtrg_6_44",2,"Biomass","Coupled trend"
"timeperiod",0.454940144974654,0.672117264743769,"bbs_rtrg_7_44",2,"Biomass","Coupled trend"
"timeperiod * source",0.536084122076662,1.0663027088952,"bbs_rtrg_12_44",4,"Biomass","Decoupled trends"
"timeperiod * source",0.891516384624408,1.94941273198189,"bbs_rtrg_13_44",4,"Biomass","Decoupled trends"
"timeperiod",0.554878607883628,0.91817792444608,"bbs_rtrg_19_44",2,"Biomass","Coupled trend"
"timeperiod * source",0.902056979304308,2.01704865650173,"bbs_rtrg_26_44",4,"Biomass","Decoupled trends"
"timeperiod * source",0.585716944645683,0.871856501527831,"bbs_rtrg_32_44",4,"Biomass","Decoupled trends"
"timeperiod",1.47283370002727,1.82643976792021,"bbs_rtrg_33_44",2,"Biomass","Coupled trend"
"timeperiod * source",0.478837956639988,0.842615615856358,"bbs_rtrg_120_44",4,"Biomass","Decoupled trends"
"timeperiod",0.737637549285065,0.828235759948627,"bbs_rtrg_1_46",2,"Biomass","Coupled trend"
"1",0.923194464818262,1.14261303533331,"bbs_rtrg_3_46",1,"Biomass","No trend"
"timeperiod",0.706552898827699,0.918094121250588,"bbs_rtrg_4_46",2,"Biomass","Coupled trend"
"timeperiod",0.77680035656599,0.930438911867584,"bbs_rtrg_5_46",2,"Biomass","Coupled trend"
"timeperiod",1.6469456848865,1.60669298150535,"bbs_rtrg_6_46",2,"Biomass","Coupled trend"
"timeperiod",0.541066161338775,0.735543977620252,"bbs_rtrg_8_46",2,"Biomass","Coupled trend"
"timeperiod * source",1.023172438376,0.50691749000357,"bbs_rtrg_11_46",4,"Biomass","Decoupled trends"
"timeperiod",0.688621962367769,0.607073293969658,"bbs_rtrg_13_46",2,"Biomass","Coupled trend"
"timeperiod * source",0.595845527953067,0.427688628622766,"bbs_rtrg_14_46",4,"Biomass","Decoupled trends"
"timeperiod",0.588929417497563,0.55572274899508,"bbs_rtrg_15_46",2,"Biomass","Coupled trend"
"timeperiod",0.529035592729209,0.517229634454757,"bbs_rtrg_16_46",2,"Biomass","Coupled trend"
"1",1.03156190104366,1.11827185143465,"bbs_rtrg_17_46",1,"Biomass","No trend"
"timeperiod",0.758271351255739,0.82943206475159,"bbs_rtrg_29_46",2,"Biomass","Coupled trend"
"timeperiod",1.72343002213507,1.25482634475002,"bbs_rtrg_30_46",2,"Biomass","Coupled trend"
"timeperiod * source",0.692133078147304,1.71337669373852,"bbs_rtrg_31_46",4,"Biomass","Decoupled trends"
"timeperiod",0.638044578734097,0.945815622999357,"bbs_rtrg_32_46",2,"Biomass","Coupled trend"
"timeperiod",0.592206665719173,0.68630513823235,"bbs_rtrg_33_46",2,"Biomass","Coupled trend"
"timeperiod * source",0.830575108012881,1.63887816111767,"bbs_rtrg_35_46",4,"Biomass","Decoupled trends"
"timeperiod * source",0.944579746440143,1.94753480227314,"bbs_rtrg_36_46",4,"Biomass","Decoupled trends"
"timeperiod * source",0.732433203155548,1.92570427695504,"bbs_rtrg_37_46",4,"Biomass","Decoupled trends"
"timeperiod",1.66086318818918,2.35228369167587,"bbs_rtrg_38_46",2,"Biomass","Coupled trend"
"timeperiod",0.610539399230617,0.864931035052605,"bbs_rtrg_39_46",2,"Biomass","Coupled trend"
"timeperiod",0.521241434082845,0.82624331429288,"bbs_rtrg_41_46",2,"Biomass","Coupled trend"
"timeperiod * source",1.39062452151088,3.40296382722704,"bbs_rtrg_42_46",4,"Biomass","Decoupled trends"
"timeperiod * source",1.16021564990715,2.13919662362053,"bbs_rtrg_43_46",4,"Biomass","Decoupled trends"
"timeperiod",0.516253692150335,0.700606024936954,"bbs_rtrg_44_46",2,"Biomass","Coupled trend"
"timeperiod",1.86711761726451,2.80018169669827,"bbs_rtrg_47_46",2,"Biomass","Coupled trend"
"1",0.739958775395773,1.35491212986539,"bbs_rtrg_48_46",1,"Biomass","No trend"
"1",1.23760613380732,0.971564670980156,"bbs_rtrg_112_46",1,"Biomass","No trend"
"timeperiod * source",0.819833380328793,1.25229995559678,"bbs_rtrg_123_46",4,"Biomass","Decoupled trends"
"timeperiod * source",0.81071013619264,1.37429242725297,"bbs_rtrg_126_46",4,"Biomass","Decoupled trends"
"timeperiod * source",0.48140172211197,0.832047435641765,"bbs_rtrg_1_47",4,"Biomass","Decoupled trends"
"timeperiod",0.41392503291412,0.506073047730935,"bbs_rtrg_9_47",2,"Biomass","Coupled trend"
"timeperiod",1.895068406564,1.3207871858833,"bbs_rtrg_14_47",2,"Biomass","Coupled trend"
"1",0.84558519736634,1.00967371175115,"bbs_rtrg_17_47",1,"Biomass","No trend"
"timeperiod",2.08831873930995,3.86230382397093,"bbs_rtrg_19_47",2,"Biomass","Coupled trend"
"1",0.806214315221843,0.857899050902068,"bbs_rtrg_112_47",1,"Biomass","No trend"
"1",0.846479040093097,1.05085325064393,"bbs_rtrg_17_49",1,"Biomass","No trend"
"1",0.9505654737648,0.677765972705849,"bbs_rtrg_18_49",1,"Biomass","No trend"
"1",0.828998980168286,1.0586103384026,"bbs_rtrg_22_49",1,"Biomass","No trend"
"timeperiod * source",0.589395529242133,0.369694999684588,"bbs_rtrg_25_49",4,"Biomass","Decoupled trends"
"1",1.11431074795859,1.10295780726112,"bbs_rtrg_33_49",1,"Biomass","No trend"
"timeperiod",0.602650219676906,0.577706838833375,"bbs_rtrg_35_49",2,"Biomass","Coupled trend"
"timeperiod * source",0.681589725842306,1.30138808459708,"bbs_rtrg_38_49",4,"Biomass","Decoupled trends"
"timeperiod * source",1.25022168229098,3.73477546319218,"bbs_rtrg_39_49",4,"Biomass","Decoupled trends"
"timeperiod",1.16402246755769,1.43242099465166,"bbs_rtrg_41_49",2,"Biomass","Coupled trend"
"timeperiod",0.69592257180698,0.696071312398673,"bbs_rtrg_55_49",2,"Biomass","Coupled trend"
"timeperiod * source",0.341933478973411,0.530069726678037,"bbs_rtrg_73_49",4,"Biomass","Decoupled trends"
"timeperiod",0.695378399929528,0.573079463387566,"bbs_rtrg_131_49",2,"Biomass","Coupled trend"
"timeperiod",0.642523889905285,0.69926679815637,"bbs_rtrg_3_50",2,"Biomass","Coupled trend"
"timeperiod",0.506608134804768,0.691642884767083,"bbs_rtrg_8_50",2,"Biomass","Coupled trend"
"1",1.23427481438387,1.27379398092494,"bbs_rtrg_9_50",1,"Biomass","No trend"
"timeperiod * source",0.730642651463171,1.30666750091983,"bbs_rtrg_15_50",4,"Biomass","Decoupled trends"
"timeperiod",0.573100765758916,0.540482879967731,"bbs_rtrg_17_50",2,"Biomass","Coupled trend"
"timeperiod * source",0.928753280786746,1.79737003028658,"bbs_rtrg_28_50",4,"Biomass","Decoupled trends"
"1",0.899708622540329,1.01397768059571,"bbs_rtrg_32_50",1,"Biomass","No trend"
"1",1.0007001633849,0.898040073306729,"bbs_rtrg_33_50",1,"Biomass","No trend"
"timeperiod * source",0.916827697802605,2.26690090830635,"bbs_rtrg_35_50",4,"Biomass","Decoupled trends"
"1",1.07281865881793,1.30585273282904,"bbs_rtrg_37_50",1,"Biomass","No trend"
"timeperiod",2.78634265999539,2.81870329029554,"bbs_rtrg_42_50",2,"Biomass","Coupled trend"
"timeperiod",0.531543131831421,0.720261939694198,"bbs_rtrg_43_50",2,"Biomass","Coupled trend"
"timeperiod",1.2905398155603,1.65728040763541,"bbs_rtrg_47_50",2,"Biomass","Coupled trend"
"1",1.26386441230582,1.09805980229009,"bbs_rtrg_48_50",1,"Biomass","No trend"
"1",0.834913293509496,1.06126653238547,"bbs_rtrg_23_51",1,"Biomass","No trend"
"1",0.881706222535912,1.12507619884898,"bbs_rtrg_30_51",1,"Biomass","No trend"
"1",1.00010114563071,0.748269979814782,"bbs_rtrg_113_51",1,"Biomass","No trend"
"timeperiod",0.723715711417558,0.806946668416283,"bbs_rtrg_1_52",2,"Biomass","Coupled trend"
"1",0.908092202210464,1.1858248028487,"bbs_rtrg_2_52",1,"Biomass","No trend"
"timeperiod",1.31595825505433,1.19319551168827,"bbs_rtrg_7_52",2,"Biomass","Coupled trend"
"timeperiod",0.728757730475043,0.905710911986637,"bbs_rtrg_10_52",2,"Biomass","Coupled trend"
"timeperiod",0.717520859319212,0.826617685951742,"bbs_rtrg_11_52",2,"Biomass","Coupled trend"
"timeperiod",1.2759012030946,2.24292342862147,"bbs_rtrg_14_52",2,"Biomass","Coupled trend"
"timeperiod",0.675299799289108,0.758642322606665,"bbs_rtrg_16_52",2,"Biomass","Coupled trend"
"1",1.07130727633774,1.31251220665885,"bbs_rtrg_20_52",1,"Biomass","No trend"
"timeperiod",0.421624049410043,0.420451529937147,"bbs_rtrg_21_52",2,"Biomass","Coupled trend"
"timeperiod",0.396394414754664,0.419376544331955,"bbs_rtrg_27_52",2,"Biomass","Coupled trend"
"timeperiod",0.650938490802285,0.742652262357877,"bbs_rtrg_109_52",2,"Biomass","Coupled trend"
"timeperiod",0.662511970348179,0.797943586735484,"bbs_rtrg_131_52",2,"Biomass","Coupled trend"
"1",1.27178914209287,1.07421965254718,"bbs_rtrg_2_53",1,"Biomass","No trend"
"1",0.821728019301156,0.990434674876019,"bbs_rtrg_6_53",1,"Biomass","No trend"
"timeperiod * source",0.898117877716344,1.96918093182292,"bbs_rtrg_9_53",4,"Biomass","Decoupled trends"
"1",1.34931677642091,0.782332728539219,"bbs_rtrg_13_53",1,"Biomass","No trend"
"timeperiod * source",0.45929026201684,0.805174866743289,"bbs_rtrg_17_53",4,"Biomass","Decoupled trends"
"1",1.28212612698495,0.962425962071048,"bbs_rtrg_18_53",1,"Biomass","No trend"
"timeperiod",0.584524540242707,0.765770962044047,"bbs_rtrg_19_53",2,"Biomass","Coupled trend"
"1",0.979924453087561,1.05513663010474,"bbs_rtrg_25_53",1,"Biomass","No trend"
"timeperiod",0.633728043767556,0.84719859938606,"bbs_rtrg_26_53",2,"Biomass","Coupled trend"
"timeperiod * source",0.537669292543243,0.976328193295073,"bbs_rtrg_27_53",4,"Biomass","Decoupled trends"
"timeperiod * source",0.650858296059384,1.11599135094006,"bbs_rtrg_28_53",4,"Biomass","Decoupled trends"
"timeperiod",0.779920481730187,0.797409454669575,"bbs_rtrg_36_53",2,"Biomass","Coupled trend"
"timeperiod",1.52038510962606,1.82359458921193,"bbs_rtrg_39_53",2,"Biomass","Coupled trend"
"timeperiod * source",0.769089883194155,1.99002021839601,"bbs_rtrg_40_53",4,"Biomass","Decoupled trends"
"1",0.844215444795344,1.45602845884557,"bbs_rtrg_1_54",1,"Biomass","No trend"
"timeperiod * source",0.768368848642931,1.54730008877252,"bbs_rtrg_7_54",4,"Biomass","Decoupled trends"
"timeperiod",1.16881335364064,2.09454539140616,"bbs_rtrg_12_54",2,"Biomass","Coupled trend"
"timeperiod * source",3.06913048820333,0.831748073064596,"bbs_rtrg_14_54",4,"Biomass","Decoupled trends"
"timeperiod",0.777532319010494,0.637676013491858,"bbs_rtrg_17_54",2,"Biomass","Coupled trend"
"1",0.893799960807357,0.91230179742962,"bbs_rtrg_22_54",1,"Biomass","No trend"
"timeperiod",2.15814880289857,2.65907604016896,"bbs_rtrg_31_54",2,"Biomass","Coupled trend"
"timeperiod",2.34365150531141,1.88336881083948,"bbs_rtrg_40_54",2,"Biomass","Coupled trend"
"1",0.641787490827173,1.08475577006992,"bbs_rtrg_45_55",1,"Biomass","No trend"
"1",0.644251694088921,1.0954144575077,"bbs_rtrg_1_58",1,"Biomass","No trend"
"timeperiod * source",0.931326413620561,1.50106847795313,"bbs_rtrg_3_58",4,"Biomass","Decoupled trends"
"timeperiod",0.692238325780362,0.901648929483635,"bbs_rtrg_4_58",2,"Biomass","Coupled trend"
"1",0.764291920731859,1.53061276650447,"bbs_rtrg_5_58",1,"Biomass","No trend"
"timeperiod",0.779992976992125,0.835769137306786,"bbs_rtrg_6_58",2,"Biomass","Coupled trend"
"1",0.891913421110763,1.59897620834139,"bbs_rtrg_7_58",1,"Biomass","No trend"
"timeperiod * source",0.926893714734172,1.62062531386527,"bbs_rtrg_8_58",4,"Biomass","Decoupled trends"
"timeperiod",2.06720378165517,3.06894620899726,"bbs_rtrg_9_58",2,"Biomass","Coupled trend"
"timeperiod * source",0.874445316625392,2.25085164057904,"bbs_rtrg_10_58",4,"Biomass","Decoupled trends"
"1",1.0465639614843,1.45647684503636,"bbs_rtrg_11_58",1,"Biomass","No trend"
"timeperiod",1.16398850857038,1.618759787879,"bbs_rtrg_13_58",2,"Biomass","Coupled trend"
"timeperiod",1.49187363801556,1.97264268603121,"bbs_rtrg_14_58",2,"Biomass","Coupled trend"
"timeperiod * source",0.720972726926262,1.3469724082512,"bbs_rtrg_15_58",4,"Biomass","Decoupled trends"
"1",0.766670744239763,1.00182772090885,"bbs_rtrg_17_58",1,"Biomass","No trend"
"timeperiod",0.374638007532912,0.514196603447682,"bbs_rtrg_18_58",2,"Biomass","Coupled trend"
"timeperiod",0.539221334990319,0.542254029124921,"bbs_rtrg_19_58",2,"Biomass","Coupled trend"
"timeperiod",0.709732593942668,0.556529248099602,"bbs_rtrg_20_58",2,"Biomass","Coupled trend"
"1",0.686915818977546,0.850265525205236,"bbs_rtrg_22_58",1,"Biomass","No trend"
"timeperiod",0.478938361315471,0.710205164154008,"bbs_rtrg_2_59",2,"Biomass","Coupled trend"
"timeperiod * source",1.08779794973158,4.00462183958968,"bbs_rtrg_3_59",4,"Biomass","Decoupled trends"
"timeperiod",0.498094773186766,0.679285429551407,"bbs_rtrg_10_59",2,"Biomass","Coupled trend"
"timeperiod",0.443186263944217,0.346975374521864,"bbs_rtrg_20_59",2,"Biomass","Coupled trend"
"1",0.992334985200748,0.795758715064425,"bbs_rtrg_21_59",1,"Biomass","No trend"
"1",0.831759394209119,0.97066178974319,"bbs_rtrg_2_60",1,"Biomass","No trend"
"timeperiod",1.61639331629699,2.08585362281941,"bbs_rtrg_4_60",2,"Biomass","Coupled trend"
"timeperiod",1.62110934712864,1.35572201682795,"bbs_rtrg_5_60",2,"Biomass","Coupled trend"
"timeperiod",1.63023032994329,1.65891158326573,"bbs_rtrg_6_60",2,"Biomass","Coupled trend"
"timeperiod",1.35504083051791,1.61892398101341,"bbs_rtrg_9_60",2,"Biomass","Coupled trend"
"1",1.06027037420193,1.03566674338785,"bbs_rtrg_10_60",1,"Biomass","No trend"
"timeperiod",2.02598272168966,1.96073693799457,"bbs_rtrg_13_60",2,"Biomass","Coupled trend"
"timeperiod * source",1.36049722147776,3.108283742485,"bbs_rtrg_17_60",4,"Biomass","Decoupled trends"
"timeperiod",1.84548900905335,1.34469636961442,"bbs_rtrg_18_60",2,"Biomass","Coupled trend"
"timeperiod",1.35598246065597,1.66065797318307,"bbs_rtrg_19_60",2,"Biomass","Coupled trend"
"1",0.696131488737306,1.08195682157638,"bbs_rtrg_20_60",1,"Biomass","No trend"
"1",1.02031562750883,1.35032398239924,"bbs_rtrg_22_60",1,"Biomass","No trend"
"1",0.721757345286944,1.14757483143977,"bbs_rtrg_23_60",1,"Biomass","No trend"
"timeperiod",0.611692235344751,0.804329036951085,"bbs_rtrg_24_60",2,"Biomass","Coupled trend"
"1",1.50488959694673,0.951879726592531,"bbs_rtrg_25_60",1,"Biomass","No trend"
"timeperiod * source",1.20644238018608,2.94055737493545,"bbs_rtrg_27_60",4,"Biomass","Decoupled trends"
"timeperiod",1.08172220974065,1.91316631028437,"bbs_rtrg_28_60",2,"Biomass","Coupled trend"
"timeperiod",0.319842269453004,0.426860989500897,"bbs_rtrg_29_60",2,"Biomass","Coupled trend"
"1",0.719256831491457,0.988027774650593,"bbs_rtrg_31_60",1,"Biomass","No trend"
"1",1.09997410702649,0.927606344419853,"bbs_rtrg_71_60",1,"Biomass","No trend"
"timeperiod",0.433790119619214,0.650401672854678,"bbs_rtrg_81_60",2,"Biomass","Coupled trend"
"timeperiod",0.757582458091569,0.608410524874504,"bbs_rtrg_82_60",2,"Biomass","Coupled trend"
"timeperiod",1.19329688598232,1.459850236213,"bbs_rtrg_111_60",2,"Biomass","Coupled trend"
"1",0.848062204778862,1.26192067636825,"bbs_rtrg_112_60",1,"Biomass","No trend"
"timeperiod",0.481626125212766,0.496063735248914,"bbs_rtrg_114_60",2,"Biomass","Coupled trend"
"timeperiod",0.358307211049958,0.618003585269053,"bbs_rtrg_126_60",2,"Biomass","Coupled trend"
"timeperiod",0.597283817269623,0.654772670973942,"bbs_rtrg_130_60",2,"Biomass","Coupled trend"
"timeperiod",0.607291396281587,0.898822567828625,"bbs_rtrg_30_61",2,"Biomass","Coupled trend"
"timeperiod",0.580550869315471,0.825734751150521,"bbs_rtrg_38_61",2,"Biomass","Coupled trend"
"1",1.02412338186637,1.18905528819601,"bbs_rtrg_45_61",1,"Biomass","No trend"
"timeperiod",0.656921832204617,0.52067041749847,"bbs_rtrg_47_61",2,"Biomass","Coupled trend"
"1",0.840620753254747,0.903334561641715,"bbs_rtrg_52_61",1,"Biomass","No trend"
"timeperiod",2.06918616197425,1.85675803441369,"bbs_rtrg_53_61",2,"Biomass","Coupled trend"
"timeperiod",0.854920693288946,0.800864723381583,"bbs_rtrg_56_61",2,"Biomass","Coupled trend"
"1",0.907662308479557,1.31740758425581,"bbs_rtrg_57_61",1,"Biomass","No trend"
"timeperiod",0.898747770940634,0.806057337623285,"bbs_rtrg_58_61",2,"Biomass","Coupled trend"
"1",1.03137994075206,0.750214511093304,"bbs_rtrg_59_61",1,"Biomass","No trend"
"timeperiod",0.721323397549854,0.499757912587283,"bbs_rtrg_64_61",2,"Biomass","Coupled trend"
"1",1.04347165429748,0.790435401484915,"bbs_rtrg_65_61",1,"Biomass","No trend"
"timeperiod",0.738401577546055,0.67194959704487,"bbs_rtrg_73_61",2,"Biomass","Coupled trend"
"timeperiod * source",0.897713684232685,2.11727325525951,"bbs_rtrg_75_61",4,"Biomass","Decoupled trends"
"1",0.909067060359579,0.816192626697219,"bbs_rtrg_89_61",1,"Biomass","No trend"
"timeperiod",0.851519859925616,0.77065571909821,"bbs_rtrg_90_61",2,"Biomass","Coupled trend"
"timeperiod",0.466161984125415,0.399029788947883,"bbs_rtrg_100_61",2,"Biomass","Coupled trend"
"timeperiod",0.55939724803881,0.602974848365344,"bbs_rtrg_111_61",2,"Biomass","Coupled trend"
"timeperiod",0.64454624105375,0.666070471071649,"bbs_rtrg_121_61",2,"Biomass","Coupled trend"
"timeperiod",1.09273702155308,1.51324256942618,"bbs_rtrg_2_63",2,"Biomass","Coupled trend"
"1",0.972398284242145,1.29571408024657,"bbs_rtrg_3_63",1,"Biomass","No trend"
"timeperiod",3.42135502185286,3.67891496642171,"bbs_rtrg_4_63",2,"Biomass","Coupled trend"
"timeperiod * source",1.17298613259352,2.4191480623664,"bbs_rtrg_5_63",4,"Biomass","Decoupled trends"
"timeperiod * source",0.909447821249289,1.76380247409364,"bbs_rtrg_10_63",4,"Biomass","Decoupled trends"
"1",0.66788931824107,1.00384610366091,"bbs_rtrg_11_63",1,"Biomass","No trend"
"timeperiod",1.06815404953014,1.47693152241303,"bbs_rtrg_24_63",2,"Biomass","Coupled trend"
"timeperiod",1.32845639374497,1.44555332352395,"bbs_rtrg_30_63",2,"Biomass","Coupled trend"
"timeperiod * source",0.743836193089428,1.34256403601314,"bbs_rtrg_101_63",4,"Biomass","Decoupled trends"
"timeperiod",0.796595625721079,0.766782185042545,"bbs_rtrg_119_63",2,"Biomass","Coupled trend"
"1",0.956338224030766,1.53988764201043,"bbs_rtrg_205_63",1,"Biomass","No trend"
"timeperiod * source",0.674518729726674,1.53732976517647,"bbs_rtrg_224_63",4,"Biomass","Decoupled trends"
"timeperiod",0.460926746619745,0.738511413843901,"bbs_rtrg_225_63",2,"Biomass","Coupled trend"
"timeperiod",1.75851246385057,2.27274718110598,"bbs_rtrg_1_64",2,"Biomass","Coupled trend"
"timeperiod * source",1.66480779599599,2.70636447432475,"bbs_rtrg_4_64",4,"Biomass","Decoupled trends"
"1",1.02427250654518,1.34639015050848,"bbs_rtrg_5_64",1,"Biomass","No trend"
"timeperiod",0.638292976505366,0.698836930198913,"bbs_rtrg_7_64",2,"Biomass","Coupled trend"
"1",1.18860516472132,1.22410103270309,"bbs_rtrg_9_64",1,"Biomass","No trend"
"timeperiod",2.13350451687783,2.22744118113496,"bbs_rtrg_10_64",2,"Biomass","Coupled trend"
"timeperiod * source",1.16308647025357,1.7971936460621,"bbs_rtrg_11_64",4,"Biomass","Decoupled trends"
"timeperiod",2.0438486650806,2.35180307120574,"bbs_rtrg_28_64",2,"Biomass","Coupled trend"
"timeperiod",0.713349454371731,0.688940634221698,"bbs_rtrg_33_64",2,"Biomass","Coupled trend"
"timeperiod * source",0.469858090440683,0.970381202612567,"bbs_rtrg_39_64",4,"Biomass","Decoupled trends"
"timeperiod",1.00139440136624,1.32109419542882,"bbs_rtrg_42_64",2,"Biomass","Coupled trend"
"timeperiod * source",0.685949049018486,1.59369091370124,"bbs_rtrg_43_64",4,"Biomass","Decoupled trends"
"timeperiod",1.15638196023892,1.52035892378853,"bbs_rtrg_103_64",2,"Biomass","Coupled trend"
"timeperiod",1.14546652634485,1.45102078345027,"bbs_rtrg_5_66",2,"Biomass","Coupled trend"
"1",0.784715582326525,1.39899130093049,"bbs_rtrg_21_66",1,"Biomass","No trend"
"timeperiod",0.787963935533736,0.776195737014971,"bbs_rtrg_22_66",2,"Biomass","Coupled trend"
"1",0.803253342513283,1.29336740983099,"bbs_rtrg_25_66",1,"Biomass","No trend"
"timeperiod",1.30079255598307,1.32934733151775,"bbs_rtrg_35_66",2,"Biomass","Coupled trend"
"1",0.94294830993809,1.32686859532886,"bbs_rtrg_42_66",1,"Biomass","No trend"
"timeperiod * source",0.960913395514362,1.6324924801417,"bbs_rtrg_49_66",4,"Biomass","Decoupled trends"
"timeperiod * source",1.01568326278407,1.796797127098,"bbs_rtrg_64_66",4,"Biomass","Decoupled trends"
"timeperiod",0.630581840988189,0.832195402717645,"bbs_rtrg_67_66",2,"Biomass","Coupled trend"
"timeperiod",1.31070451240128,1.13556567688391,"bbs_rtrg_73_66",2,"Biomass","Coupled trend"
"1",0.867156310334425,1.00068496081332,"bbs_rtrg_74_66",1,"Biomass","No trend"
"1",1.24524161721577,0.861765685410824,"bbs_rtrg_76_66",1,"Biomass","No trend"
"timeperiod",1.56131984601573,1.67271313186378,"bbs_rtrg_82_66",2,"Biomass","Coupled trend"
"timeperiod",1.55277334965163,2.04438090034673,"bbs_rtrg_86_66",2,"Biomass","Coupled trend"
"timeperiod",1.32715029177455,1.42972275478854,"bbs_rtrg_107_66",2,"Biomass","Coupled trend"
"timeperiod",0.893620449518674,0.802965428531676,"bbs_rtrg_168_66",2,"Biomass","Coupled trend"
"timeperiod * source",0.454218846452075,0.994086081650899,"bbs_rtrg_11_67",4,"Biomass","Decoupled trends"
"1",1.17045038275285,1.16332365161784,"bbs_rtrg_14_67",1,"Biomass","No trend"
"timeperiod",1.0034998447701,1.50664759970087,"bbs_rtrg_15_67",2,"Biomass","Coupled trend"
"timeperiod * source",0.742832257664229,1.45634237332083,"bbs_rtrg_17_67",4,"Biomass","Decoupled trends"
"1",0.821453601196912,1.21776452908887,"bbs_rtrg_22_67",1,"Biomass","No trend"
"1",0.968730020226148,1.31963022706556,"bbs_rtrg_23_67",1,"Biomass","No trend"
"timeperiod",2.18983979992914,2.53312242010748,"bbs_rtrg_34_67",2,"Biomass","Coupled trend"
"1",1.06681747422176,0.953939749658921,"bbs_rtrg_125_67",1,"Biomass","No trend"
"timeperiod",0.545348837708885,0.588132785448464,"bbs_rtrg_3_69",2,"Biomass","Coupled trend"
"timeperiod * source",0.774979109919662,2.68963852151993,"bbs_rtrg_8_69",4,"Biomass","Decoupled trends"
"timeperiod * source",1.58516472504805,2.49029440263267,"bbs_rtrg_9_69",4,"Biomass","Decoupled trends"
"1",0.901940700538787,0.88330933604708,"bbs_rtrg_19_69",1,"Biomass","No trend"
"1",0.82815680054204,1.19094990771251,"bbs_rtrg_21_69",1,"Biomass","No trend"
"1",0.682359320887164,1.13910171887019,"bbs_rtrg_22_69",1,"Biomass","No trend"
"timeperiod * source",1.04881249638089,2.7752845222581,"bbs_rtrg_26_69",4,"Biomass","Decoupled trends"
"timeperiod",0.714875526196931,0.678275411831474,"bbs_rtrg_29_69",2,"Biomass","Coupled trend"
"1",0.967854922439303,1.12088888989609,"bbs_rtrg_33_69",1,"Biomass","No trend"
"1",0.878617000864935,1.34096264032215,"bbs_rtrg_35_69",1,"Biomass","No trend"
"1",0.781913010733001,1.11257459153061,"bbs_rtrg_48_69",1,"Biomass","No trend"
"timeperiod * source",0.61695313086726,0.932826957568798,"bbs_rtrg_136_69",4,"Biomass","Decoupled trends"
"timeperiod",1.33518020700818,1.44752534391203,"bbs_rtrg_203_69",2,"Biomass","Coupled trend"
"timeperiod * source",0.739877202340571,1.12911988896362,"bbs_rtrg_2_72",4,"Biomass","Decoupled trends"
"timeperiod",1.42978466282771,1.86369297856052,"bbs_rtrg_4_72",2,"Biomass","Coupled trend"
"1",0.829518858107071,1.20566166764102,"bbs_rtrg_5_72",1,"Biomass","No trend"
"timeperiod * source",0.776851280754471,1.62619533022241,"bbs_rtrg_6_72",4,"Biomass","Decoupled trends"
"timeperiod * source",0.677679777230801,1.29792661275041,"bbs_rtrg_8_72",4,"Biomass","Decoupled trends"
"1",0.88183735845022,0.910514943605207,"bbs_rtrg_10_72",1,"Biomass","No trend"
