"matssname","source","biomass_ratio","Dynamics"
"bbs_rtrg_19_60","ratio_sim",1.49920930606572,"Abundance driven"
"bbs_rtrg_19_60","ratio_real",1.49920930606572,"Observed"
"bbs_rtrg_19_7","ratio_sim",1.31019488627376,"Abundance driven"
"bbs_rtrg_19_7","ratio_real",1.31019488627376,"Observed"
"bbs_rtrg_19_89","ratio_sim",0.865353302883191,"Abundance driven"
"bbs_rtrg_19_89","ratio_real",1.47386598243336,"Observed"
"bbs_rtrg_19_91","ratio_sim",0.455173935906818,"Abundance driven"
"bbs_rtrg_19_91","ratio_real",0.455173935906818,"Observed"
"bbs_rtrg_193_72","ratio_sim",1.30433421513472,"Abundance driven"
"bbs_rtrg_193_72","ratio_real",1.30433421513472,"Observed"
"bbs_rtrg_194_72","ratio_sim",0.71316193907604,"Abundance driven"
"bbs_rtrg_194_72","ratio_real",0.71316193907604,"Observed"
"bbs_rtrg_195_72","ratio_sim",0.555630259397534,"Abundance driven"
"bbs_rtrg_195_72","ratio_real",0.555630259397534,"Observed"
"bbs_rtrg_199_14","ratio_sim",1.25284529460287,"Abundance driven"
"bbs_rtrg_199_14","ratio_real",1.25284529460287,"Observed"
"bbs_rtrg_2_33","ratio_sim",2.92814388835113,"Abundance driven"
"bbs_rtrg_2_33","ratio_real",2.92814388835113,"Observed"
"bbs_rtrg_2_34","ratio_sim",0.578267911124958,"Abundance driven"
"bbs_rtrg_2_34","ratio_real",0.578267911124958,"Observed"
"bbs_rtrg_2_36","ratio_sim",1.91855191861983,"Abundance driven"
"bbs_rtrg_2_36","ratio_real",1.91855191861983,"Observed"
"bbs_rtrg_2_45","ratio_sim",0.667984224010645,"Abundance driven"
"bbs_rtrg_2_45","ratio_real",0.667984224010645,"Observed"
"bbs_rtrg_2_59","ratio_sim",0.577448632915861,"Abundance driven"
"bbs_rtrg_2_59","ratio_real",0.577448632915861,"Observed"
"bbs_rtrg_2_63","ratio_sim",1.28560786927161,"Abundance driven"
"bbs_rtrg_2_63","ratio_real",1.28560786927161,"Observed"
"bbs_rtrg_2_72","ratio_sim",0.739877202340571,"Abundance driven"
"bbs_rtrg_2_72","ratio_real",1.12911988896362,"Observed"
"bbs_rtrg_2_80","ratio_sim",0.306453550083744,"Abundance driven"
"bbs_rtrg_2_80","ratio_real",0.306453550083744,"Observed"
"bbs_rtrg_2_89","ratio_sim",2.4687359511487,"Abundance driven"
"bbs_rtrg_2_89","ratio_real",2.4687359511487,"Observed"
"bbs_rtrg_2_92","ratio_sim",0.589977103906509,"Abundance driven"
"bbs_rtrg_2_92","ratio_real",0.589977103906509,"Observed"
"bbs_rtrg_20_2","ratio_sim",0.488505695809334,"Abundance driven"
"bbs_rtrg_20_2","ratio_real",0.488505695809334,"Observed"
"bbs_rtrg_20_25","ratio_sim",0.422572274351104,"Abundance driven"
"bbs_rtrg_20_25","ratio_real",0.911841454025261,"Observed"
"bbs_rtrg_20_33","ratio_sim",0.548364919118458,"Abundance driven"
"bbs_rtrg_20_33","ratio_real",0.548364919118458,"Observed"
"bbs_rtrg_20_34","ratio_sim",0.550844777784905,"Abundance driven"
"bbs_rtrg_20_34","ratio_real",0.550844777784905,"Observed"
"bbs_rtrg_20_58","ratio_sim",0.630232026148611,"Abundance driven"
"bbs_rtrg_20_58","ratio_real",0.630232026148611,"Observed"
"bbs_rtrg_20_59","ratio_sim",0.392899730944897,"Abundance driven"
"bbs_rtrg_20_59","ratio_real",0.392899730944897,"Observed"
"bbs_rtrg_20_7","ratio_sim",1.44521517389603,"Abundance driven"
"bbs_rtrg_20_7","ratio_real",1.44521517389603,"Observed"
"bbs_rtrg_20_82","ratio_sim",1.25070484349835,"Abundance driven"
"bbs_rtrg_20_82","ratio_real",1.25070484349835,"Observed"
"bbs_rtrg_203_68","ratio_sim",0.869540393169119,"Abundance driven"
"bbs_rtrg_203_68","ratio_real",1.56704162552203,"Observed"
"bbs_rtrg_203_69","ratio_sim",1.38474247880633,"Abundance driven"
"bbs_rtrg_203_69","ratio_real",1.38474247880633,"Observed"
"bbs_rtrg_208_11","ratio_sim",0.708151686059413,"Abundance driven"
"bbs_rtrg_208_11","ratio_real",0.708151686059413,"Observed"
"bbs_rtrg_208_33","ratio_sim",0.525382106343518,"Abundance driven"
"bbs_rtrg_208_33","ratio_real",0.525382106343518,"Observed"
"bbs_rtrg_209_17","ratio_sim",1.39890265718427,"Abundance driven"
"bbs_rtrg_209_17","ratio_real",1.39890265718427,"Observed"
"bbs_rtrg_21_14","ratio_sim",0.736273326704079,"Abundance driven"
"bbs_rtrg_21_14","ratio_real",0.736273326704079,"Observed"
"bbs_rtrg_21_25","ratio_sim",1.43686239670314,"Abundance driven"
"bbs_rtrg_21_25","ratio_real",1.43686239670314,"Observed"
"bbs_rtrg_21_3","ratio_sim",1.28199371201581,"Abundance driven"
"bbs_rtrg_21_3","ratio_real",1.28199371201581,"Observed"
"bbs_rtrg_21_33","ratio_sim",0.315675384402973,"Abundance driven"
"bbs_rtrg_21_33","ratio_real",0.530306989733695,"Observed"
"bbs_rtrg_21_35","ratio_sim",0.623030266231886,"Abundance driven"
"bbs_rtrg_21_35","ratio_real",0.623030266231886,"Observed"
"bbs_rtrg_21_38","ratio_sim",4.23417475858643,"Abundance driven"
"bbs_rtrg_21_38","ratio_real",4.23417475858643,"Observed"
"bbs_rtrg_21_39","ratio_sim",2.39545529963148,"Abundance driven"
"bbs_rtrg_21_39","ratio_real",2.39545529963148,"Observed"
"bbs_rtrg_21_52","ratio_sim",0.421037246458167,"Abundance driven"
"bbs_rtrg_21_52","ratio_real",0.421037246458167,"Observed"
"bbs_rtrg_21_72","ratio_sim",1.16961842570026,"Abundance driven"
"bbs_rtrg_21_72","ratio_real",1.16961842570026,"Observed"
"bbs_rtrg_21_76","ratio_sim",0.43123594499009,"Abundance driven"
"bbs_rtrg_21_76","ratio_real",0.43123594499009,"Observed"
"bbs_rtrg_21_88","ratio_sim",0.759033441908247,"Abundance driven"
"bbs_rtrg_21_88","ratio_real",0.759033441908247,"Observed"
"bbs_rtrg_217_33","ratio_sim",0.856858211084985,"Abundance driven"
"bbs_rtrg_217_33","ratio_real",1.87418749399212,"Observed"
"bbs_rtrg_22_2","ratio_sim",0.28461147404508,"Abundance driven"
"bbs_rtrg_22_2","ratio_real",0.28461147404508,"Observed"
"bbs_rtrg_22_25","ratio_sim",0.372314280031232,"Abundance driven"
"bbs_rtrg_22_25","ratio_real",0.763114010502876,"Observed"
"bbs_rtrg_22_35","ratio_sim",1.36441959385603,"Abundance driven"
"bbs_rtrg_22_35","ratio_real",1.36441959385603,"Observed"
